time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_P;_LOAD___3_EC_Q;_LOAD___3_EC_DeltaPc_value;_LOAD___3_EC_DeltaQc_value;_LOAD___6_EC_P;_LOAD___6_EC_Q;_LOAD___6_EC_DeltaPc_value;_LOAD___6_EC_DeltaQc_value;_LOAD___9_EC_P;_LOAD___9_EC_Q;_LOAD___9_EC_DeltaPc_value;_LOAD___9_EC_DeltaQc_value;
0.521153;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331254;-16.612822;1.058876;1.112677;0.999998;39.959563;43.588372;1.048773;1.148654;1.000000;0.072897;25.007864;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521154;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331254;-16.612822;1.058876;1.112677;0.999998;39.959563;43.588372;1.048773;1.148654;1.000000;0.072898;25.007864;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521156;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331253;-16.612822;1.058876;1.112677;0.999998;39.959563;43.588372;1.048773;1.148654;1.000000;0.072898;25.007863;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521160;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331252;-16.612823;1.058876;1.112677;0.999998;39.959562;43.588372;1.048773;1.148654;1.000000;0.072900;25.007863;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521168;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331250;-16.612823;1.058876;1.112677;0.999998;39.959561;43.588373;1.048773;1.148654;1.000000;0.072902;25.007862;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521184;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331247;-16.612823;1.058876;1.112677;0.999998;39.959559;43.588373;1.048773;1.148654;1.000000;0.072908;25.007859;1.011519;1.053492;0.999998;0.002150;12.841704;1.070228;1.183024;0.999999;0.011442;17.551797;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521216;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331239;-16.612824;1.058876;1.112677;0.999998;39.959554;43.588374;1.048773;1.148654;1.000000;0.072919;25.007855;1.011519;1.053492;0.999998;0.002149;12.841705;1.070228;1.183024;0.999999;0.011442;17.551796;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521280;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331225;-16.612826;1.058876;1.112677;0.999998;39.959545;43.588377;1.048773;1.148654;1.000000;0.072941;25.007846;1.011519;1.053492;0.999998;0.002149;12.841706;1.070228;1.183024;0.999999;0.011443;17.551795;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521408;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331195;-16.612830;1.058876;1.112677;0.999998;39.959526;43.588381;1.048773;1.148654;1.000000;0.072984;25.007828;1.011519;1.053492;0.999998;0.002148;12.841710;1.070228;1.183024;0.999999;0.011445;17.551791;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521664;1.060015;1.045043;1.010018;1.017731;1.019585;1.070229;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050598;1.035710;0.999998;232.331137;-16.612837;1.058876;1.112677;0.999998;39.959489;43.588391;1.048773;1.148654;1.000000;0.073071;25.007792;1.011519;1.053492;0.999998;0.002146;12.841717;1.070229;1.183023;0.999999;0.011449;17.551785;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.522176;1.060015;1.045043;1.010018;1.017731;1.019585;1.070229;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050598;1.035710;0.999998;232.331019;-16.612853;1.058876;1.112677;0.999998;39.959415;43.588409;1.048773;1.148653;1.000000;0.073245;25.007720;1.011519;1.053491;0.999998;0.002143;12.841730;1.070229;1.183023;0.999999;0.011456;17.551771;1.096361;1.194478;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.523200;1.060015;1.045043;1.010018;1.017731;1.019585;1.070229;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050598;1.035710;0.999998;232.330784;-16.612883;1.058876;1.112678;0.999998;39.959268;43.588446;1.048773;1.148653;1.000000;0.073593;25.007576;1.011519;1.053491;0.999998;0.002136;12.841758;1.070229;1.183021;0.999999;0.011470;17.551744;1.096361;1.194478;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.525248;1.060015;1.045043;1.010018;1.017731;1.019585;1.070229;1.061553;1.089920;1.056021;1.051098;1.057076;1.055409;1.050598;1.035710;0.999998;232.330314;-16.612942;1.058876;1.112678;0.999998;39.958976;43.588518;1.048773;1.148651;1.000000;0.074285;25.007289;1.011519;1.053490;0.999998;0.002122;12.841811;1.070229;1.183019;0.999999;0.011498;17.551690;1.096361;1.194480;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.529344;1.060015;1.045044;1.010018;1.017731;1.019586;1.070229;1.061553;1.089920;1.056021;1.051098;1.057076;1.055409;1.050598;1.035710;0.999998;232.329375;-16.613058;1.058876;1.112678;0.999998;39.958408;43.588663;1.048773;1.148648;1.000000;0.075660;25.006720;1.011519;1.053488;0.999998;0.002094;12.841915;1.070229;1.183014;0.999999;0.011549;17.551585;1.096361;1.194483;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.537536;1.060015;1.045044;1.010018;1.017731;1.019586;1.070229;1.061553;1.089919;1.056021;1.051098;1.057076;1.055409;1.050598;1.035710;0.999998;232.327496;-16.613281;1.058876;1.112678;0.999998;39.957328;43.588946;1.048774;1.148643;1.000000;0.078368;25.005598;1.011519;1.053485;0.999998;0.002039;12.842112;1.070229;1.183005;0.999999;0.011634;17.551379;1.096361;1.194489;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.540368;1.060015;1.045044;1.010019;1.017731;1.019586;1.070230;1.061553;1.089919;1.056021;1.051098;1.057077;1.055410;1.050598;1.035710;0.999998;232.326848;-16.613355;1.058876;1.112678;0.999998;39.956973;43.589042;1.048774;1.148641;1.000000;0.079290;25.005216;1.011519;1.053484;0.999998;0.002021;12.842177;1.070230;1.183002;0.999999;0.011658;17.551310;1.096361;1.194491;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.540368;1.060015;1.045044;1.010019;1.017731;1.019586;1.070230;1.061553;1.089919;1.056021;1.051098;1.057077;1.055410;1.050598;1.035710;0.999998;232.326848;-16.613355;1.058876;1.112678;0.999998;39.956973;43.589042;1.048774;1.148641;1.000000;0.079290;25.005216;1.011519;1.053484;0.999998;0.002021;12.842177;1.070230;1.183002;0.999999;0.011658;17.551310;1.096361;1.194491;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.540368;1.060015;1.045044;1.010019;1.017731;1.019586;1.070230;1.061553;1.089919;1.056021;1.051098;1.057077;1.055410;1.050598;1.035710;0.999998;232.326848;-16.613355;1.058876;1.112678;0.999998;39.956973;43.589042;1.048774;1.148641;1.000000;0.079290;25.005216;1.011519;1.053484;0.999998;0.002021;12.842177;1.070230;1.183002;0.999999;0.011658;17.551310;1.096361;1.194491;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.553920;1.060015;1.045044;1.010019;1.017732;1.019586;1.070230;1.061554;1.089919;1.056022;1.051098;1.057077;1.055410;1.050599;1.035711;0.999998;232.323756;-16.613693;1.058876;1.112679;0.999998;39.955399;43.589492;1.048774;1.148632;1.000000;0.083607;25.003423;1.011519;1.053478;0.999998;0.001932;12.842470;1.070230;1.182988;0.999999;0.011735;17.550991;1.096360;1.194500;0.216991;0.126991;0.942018;0.190007;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.586688;1.060015;1.045045;1.010020;1.017732;1.019587;1.070232;1.061554;1.089918;1.056022;1.051099;1.057078;1.055412;1.050600;1.035712;0.999998;232.316442;-16.614413;1.058876;1.112681;0.999998;39.952439;43.590520;1.048775;1.148611;1.000000;0.093306;24.999366;1.011520;1.053468;0.999998;0.001735;12.843089;1.070232;1.182960;0.999998;0.011664;17.550293;1.096359;1.194523;0.216992;0.126992;0.942018;0.190007;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.652224;1.060015;1.045047;1.010021;1.017733;1.019588;1.070234;1.061554;1.089916;1.056023;1.051100;1.057080;1.055413;1.050602;1.035713;0.999998;232.303204;-16.615606;1.058875;1.112686;0.999998;39.949749;43.592447;1.048777;1.148575;1.000000;0.109177;24.992535;1.011520;1.053457;0.999998;0.001417;12.844103;1.070234;1.182919;0.999998;0.010570;17.549171;1.096357;1.194566;0.216992;0.126992;0.942019;0.190008;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295025;0.166028;0.000000;0.000000;
0.783296;1.060014;1.045049;1.010021;1.017734;1.019589;1.070236;1.061553;1.089913;1.056023;1.051100;1.057081;1.055416;1.050604;1.035714;0.999998;232.286262;-16.617784;1.058875;1.112701;0.999998;39.953241;43.596529;1.048780;1.148522;0.999999;0.125600;24.984381;1.011520;1.053466;0.999998;0.001056;12.845713;1.070236;1.182870;0.999998;0.006276;17.547762;1.096353;1.194640;0.216993;0.126993;0.942019;0.190008;0.000000;0.000000;0.111994;0.074992;0.000000;0.000000;0.295025;0.166028;0.000000;0.000000;
1.045440;1.060013;1.045051;1.010016;1.017731;1.019588;1.070238;1.061550;1.089908;1.056020;1.051099;1.057081;1.055417;1.050605;1.035713;0.999998;232.291193;-16.623286;1.058873;1.112731;0.999998;39.972086;43.606626;1.048782;1.148468;0.999997;0.109877;24.985633;1.011515;1.053558;0.999998;0.000955;12.848135;1.070238;1.182834;0.999997;-0.000449;17.546640;1.096348;1.194744;0.216993;0.126994;0.942015;0.190006;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
1.569728;1.060013;1.045052;1.010006;1.017728;1.019585;1.070239;1.061546;1.089903;1.056018;1.051097;1.057080;1.055418;1.050606;1.035711;0.999998;232.340808;-16.634110;1.058872;1.112758;0.999998;40.000610;43.623831;1.048784;1.148424;0.999996;0.036610;25.005870;1.011507;1.053728;0.999997;0.001813;12.850520;1.070239;1.182813;0.999998;0.000725;17.545624;1.096343;1.194849;0.216994;0.126994;0.942006;0.190002;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295023;0.166026;0.000000;0.000000;
2.618304;1.060014;1.045054;1.010008;1.017731;1.019587;1.070240;1.061548;1.089903;1.056019;1.051098;1.057081;1.055419;1.050607;1.035713;0.999996;232.345088;-16.637834;1.058872;1.112747;0.999996;39.995129;43.628668;1.048787;1.148374;0.999996;0.032740;25.006613;1.011508;1.053699;0.999996;0.002247;12.849699;1.070240;1.182803;0.999996;0.006077;17.544672;1.096342;1.194862;0.216994;0.126994;0.942007;0.190003;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166026;0.000000;0.000000;
4.715456;1.060014;1.045055;1.010009;1.017732;1.019588;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999995;232.336921;-16.638640;1.058872;1.112743;0.999995;39.989021;43.630280;1.048788;1.148344;0.999995;0.045649;25.001656;1.011509;1.053675;0.999995;0.002132;12.849181;1.070240;1.182800;0.999995;0.006452;17.544295;1.096342;1.194865;0.216995;0.126995;0.942009;0.190003;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
8.909760;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336607;-16.639046;1.058873;1.112740;0.999994;39.988192;43.631057;1.048789;1.148335;0.999994;0.046332;25.001142;1.011510;1.053673;0.999994;0.002157;12.849020;1.070240;1.182800;0.999994;0.006853;17.544223;1.096342;1.194864;0.216995;0.126995;0.942009;0.190004;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
10.000000;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336621;-16.639059;1.058873;1.112740;0.999994;39.988166;43.631079;1.048789;1.148335;0.999994;0.046318;25.001139;1.011510;1.053673;0.999994;0.002159;12.849012;1.070240;1.182800;0.999994;0.006881;17.544220;1.096342;1.194864;0.216995;0.126995;0.942009;0.190004;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
10.000000;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336621;-16.639059;1.058873;1.112740;0.999994;39.988166;43.631079;1.048789;1.148335;0.999994;0.046318;25.001139;1.011510;1.053673;0.999994;0.002159;12.849012;1.070240;1.182800;0.999994;0.006881;17.544220;1.096342;1.194864;0.216995;0.126995;0.942009;0.190004;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
10.000001;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336621;-16.639059;1.058873;1.112740;0.999994;39.988166;43.631079;1.048789;1.148335;0.999994;0.046318;25.001139;1.011510;1.053673;0.999994;0.002159;12.849012;1.070240;1.182800;0.999994;0.006881;17.544220;1.096342;1.194864;0.216995;0.126995;0.942009;0.190004;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
10.000002;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336624;-16.639059;1.058873;1.112740;0.999994;39.988172;43.631080;1.048789;1.148335;0.999994;0.046346;25.001142;1.011510;1.053673;0.999994;0.002163;12.849013;1.070240;1.182800;0.999994;0.006884;17.544221;1.096342;1.194864;0.216995;0.126995;0.942009;0.190004;0.000000;0.000000;0.111995;0.074993;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
10.000004;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336626;-16.639058;1.058873;1.112740;0.999994;39.988175;43.631081;1.048789;1.148335;0.999994;0.046358;25.001143;1.011510;1.053673;0.999994;0.002165;12.849013;1.070240;1.182800;0.999994;0.006885;17.544221;1.096342;1.194864;0.216995;0.126995;0.942009;0.190004;0.000001;0.000000;0.111995;0.074993;0.000001;0.000000;0.295024;0.166027;0.000001;0.000000;
10.000008;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336636;-16.639057;1.058873;1.112740;0.999994;39.988190;43.631083;1.048789;1.148335;0.999994;0.046430;25.001149;1.011510;1.053673;0.999994;0.002177;12.849014;1.070240;1.182800;0.999994;0.006892;17.544224;1.096342;1.194864;0.216995;0.126995;0.942010;0.190004;0.000001;0.000000;0.111995;0.074993;0.000001;0.000000;0.295024;0.166027;0.000001;0.000000;
10.000016;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336651;-16.639055;1.058873;1.112740;0.999994;39.988215;43.631087;1.048789;1.148335;0.999994;0.046542;25.001160;1.011510;1.053673;0.999994;0.002195;12.849016;1.070240;1.182800;0.999994;0.006904;17.544227;1.096342;1.194864;0.216995;0.126995;0.942011;0.190004;0.000003;0.000000;0.111995;0.074993;0.000003;0.000000;0.295025;0.166027;0.000003;0.000000;
10.000032;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336680;-16.639052;1.058873;1.112740;0.999994;39.988263;43.631094;1.048789;1.148335;0.999994;0.046766;25.001180;1.011510;1.053673;0.999994;0.002230;12.849021;1.070240;1.182801;0.999994;0.006928;17.544234;1.096342;1.194864;0.216995;0.126995;0.942014;0.190004;0.000005;0.000001;0.111995;0.074993;0.000005;0.000001;0.295025;0.166027;0.000005;0.000001;
10.000064;1.060014;1.045056;1.010009;1.017732;1.019589;1.070240;1.061548;1.089903;1.056020;1.051099;1.057082;1.055419;1.050607;1.035713;0.999994;232.336740;-16.639044;1.058873;1.112740;0.999994;39.988361;43.631110;1.048789;1.148335;0.999994;0.047215;25.001221;1.011510;1.053673;0.999994;0.002301;12.849029;1.070240;1.182801;0.999994;0.006975;17.544247;1.096342;1.194865;0.216995;0.126995;0.942019;0.190004;0.000011;0.000001;0.111996;0.074993;0.000011;0.000001;0.295027;0.166027;0.000011;0.000001;
10.000128;1.060014;1.045056;1.010009;1.017732;1.019588;1.070240;1.061548;1.089903;1.056020;1.051098;1.057082;1.055419;1.050607;1.035713;0.999994;232.336860;-16.639030;1.058873;1.112740;0.999994;39.988556;43.631140;1.048789;1.148335;0.999994;0.048111;25.001302;1.011509;1.053674;0.999994;0.002443;12.849045;1.070240;1.182802;0.999994;0.007069;17.544275;1.096342;1.194865;0.216995;0.126995;0.942029;0.190004;0.000021;0.000002;0.111997;0.074993;0.000021;0.000002;0.295030;0.166027;0.000021;0.000002;
10.000256;1.060014;1.045056;1.010009;1.017732;1.019588;1.070240;1.061548;1.089903;1.056019;1.051098;1.057081;1.055419;1.050607;1.035713;0.999994;232.337100;-16.639000;1.058873;1.112740;0.999994;39.988947;43.631201;1.048789;1.148335;0.999994;0.049905;25.001464;1.011509;1.053674;0.999994;0.002726;12.849077;1.070240;1.182803;0.999994;0.007257;17.544329;1.096342;1.194866;0.216995;0.126995;0.942049;0.190004;0.000043;0.000004;0.112000;0.074993;0.000043;0.000004;0.295036;0.166027;0.000043;0.000004;
10.000512;1.060014;1.045056;1.010009;1.017731;1.019588;1.070239;1.061548;1.089903;1.056019;1.051098;1.057081;1.055418;1.050606;1.035712;0.999994;232.337580;-16.638941;1.058873;1.112741;0.999994;39.989729;43.631323;1.048789;1.148336;0.999994;0.053492;25.001789;1.011509;1.053676;0.999994;0.003291;12.849142;1.070239;1.182806;0.999994;0.007634;17.544439;1.096342;1.194869;0.216995;0.126995;0.942089;0.190005;0.000085;0.000009;0.112004;0.074994;0.000085;0.000009;0.295049;0.166028;0.000085;0.000009;
10.001024;1.060014;1.045056;1.010009;1.017731;1.019588;1.070239;1.061547;1.089903;1.056018;1.051097;1.057081;1.055418;1.050606;1.035712;0.999994;232.338545;-16.638823;1.058873;1.112742;0.999994;39.991296;43.631568;1.048789;1.148338;0.999994;0.060665;25.002440;1.011509;1.053679;0.999994;0.004412;12.849274;1.070239;1.182812;0.999994;0.008390;17.544658;1.096342;1.194873;0.216995;0.126995;0.942169;0.190007;0.000171;0.000017;0.112014;0.074994;0.000171;0.000017;0.295074;0.166029;0.000171;0.000017;
10.002048;1.060014;1.045055;1.010009;1.017730;1.019587;1.070238;1.061546;1.089902;1.056016;1.051095;1.057079;1.055417;1.050605;1.035710;0.999994;232.340491;-16.638585;1.058872;1.112743;0.999994;39.994443;43.632062;1.048789;1.148341;0.999994;0.075009;25.003744;1.011509;1.053685;0.999994;0.006620;12.849539;1.070238;1.182824;0.999994;0.009908;17.545097;1.096341;1.194883;0.216995;0.126995;0.942330;0.190010;0.000341;0.000034;0.112033;0.074995;0.000341;0.000034;0.295123;0.166031;0.000341;0.000034;
10.004096;1.060014;1.045055;1.010008;1.017728;1.019585;1.070237;1.061543;1.089901;1.056013;1.051092;1.057077;1.055416;1.050604;1.035708;0.999994;232.344445;-16.638100;1.058872;1.112747;0.999994;40.000788;43.633065;1.048788;1.148347;0.999994;0.103683;25.006363;1.011508;1.053698;0.999994;0.010915;12.850079;1.070237;1.182849;0.999994;0.012969;17.545978;1.096340;1.194902;0.216995;0.126995;0.942650;0.190016;0.000683;0.000068;0.112071;0.074998;0.000683;0.000068;0.295223;0.166036;0.000683;0.000068;
10.008192;1.060013;1.045054;1.010006;1.017723;1.019581;1.070235;1.061537;1.089898;1.056005;1.051086;1.057072;1.055413;1.050600;1.035702;0.999994;232.352590;-16.637106;1.058872;1.112755;0.999994;40.013663;43.635125;1.048788;1.148360;0.999994;0.160958;25.011642;1.011507;1.053724;0.999994;0.019081;12.851199;1.070235;1.182902;0.999994;0.019174;17.547752;1.096338;1.194941;0.216994;0.126994;0.943292;0.190028;0.001365;0.000137;0.112147;0.075002;0.001365;0.000137;0.295422;0.166045;0.001365;0.000137;
10.016384;1.060012;1.045052;1.010003;1.017714;1.019573;1.070229;1.061526;1.089893;1.055991;1.051072;1.057062;1.055407;1.050593;1.035691;0.999994;232.369739;-16.635044;1.058871;1.112771;0.999994;40.040055;43.639430;1.048786;1.148388;0.999994;0.275124;25.022383;1.011504;1.053780;0.999994;0.034081;12.853565;1.070229;1.183017;0.999994;0.031831;17.551337;1.096334;1.195022;0.216994;0.126994;0.944575;0.190053;0.002731;0.000273;0.112299;0.075012;0.002731;0.000273;0.295821;0.166063;0.002731;0.000273;
10.032768;1.060010;1.045048;1.009995;1.017695;1.019555;1.070216;1.061503;1.089882;1.055961;1.051045;1.057042;1.055394;1.050578;1.035667;0.999994;232.407190;-16.630766;1.058869;1.112808;0.999994;40.095091;43.648665;1.048783;1.148451;0.999994;0.501416;25.044681;1.011498;1.053904;0.999993;0.060421;12.858716;1.070216;1.183271;0.999993;0.057632;17.558624;1.096326;1.195189;0.216992;0.126993;0.947140;0.190102;0.005461;0.000546;0.112604;0.075031;0.005461;0.000546;0.296618;0.166099;0.005461;0.000546;
10.065536;1.060005;1.045039;1.009978;1.017653;1.019517;1.070188;1.061455;1.089858;1.055899;1.050989;1.056998;1.055364;1.050544;1.035619;0.999994;232.494710;-16.622085;1.058865;1.112892;0.999994;40.214107;43.669306;1.048776;1.148595;0.999992;0.943625;25.093197;1.011484;1.054194;0.999988;0.103409;12.870693;1.070188;1.183834;0.999991;0.108831;17.573610;1.096308;1.195545;0.216990;0.126990;0.952268;0.190199;0.010923;0.001092;0.113213;0.075068;0.010923;0.001092;0.298212;0.166170;0.010923;0.001092;
10.131072;1.059994;1.045018;1.009935;1.017558;1.019429;1.070126;1.061351;1.089808;1.055771;1.050871;1.056906;1.055300;1.050472;1.035516;0.999992;232.726667;-16.605573;1.058855;1.113085;0.999991;40.493949;43.719070;1.048759;1.148939;0.999986;1.776823;25.210129;1.011448;1.054912;0.999976;0.159374;12.902511;1.070126;1.185070;0.999982;0.199892;17.605602;1.096270;1.196309;0.216983;0.126983;0.962516;0.190390;0.021845;0.002185;0.114429;0.075141;0.021845;0.002185;0.301398;0.166311;0.021845;0.002185;
