time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_P;_LOAD___3_EC_Q;_LOAD___3_EC_DeltaPc_value;_LOAD___3_EC_DeltaQc_value;_LOAD___6_EC_P;_LOAD___6_EC_Q;_LOAD___6_EC_DeltaPc_value;_LOAD___6_EC_DeltaQc_value;_LOAD___9_EC_P;_LOAD___9_EC_Q;_LOAD___9_EC_DeltaPc_value;_LOAD___9_EC_DeltaQc_value;
0.000512;1.060010;1.045021;1.009998;1.017700;1.019553;1.070151;1.061529;1.089925;1.055982;1.051052;1.057014;1.055335;1.050526;1.035657;1.000000;232.378813;-16.579198;1.058873;1.112732;1.000000;40.082445;43.556266;1.048748;1.149144;1.000000;-0.077947;25.076474;1.011503;1.053801;1.000000;0.003506;12.805391;1.070151;1.184577;1.000000;-0.005743;17.570244;1.096373;1.194236;0.216984;0.126985;0.941998;0.189999;0.000000;0.000000;0.111985;0.074981;0.000000;0.000000;0.295013;0.166015;0.000000;0.000000;
0.001024;1.060010;1.045021;1.009998;1.017700;1.019553;1.070150;1.061529;1.089925;1.055982;1.051052;1.057014;1.055334;1.050526;1.035657;1.000000;232.378871;-16.579171;1.058873;1.112732;1.000000;40.082304;43.556355;1.048748;1.149144;1.000000;-0.077867;25.076481;1.011503;1.053801;1.000000;0.003470;12.805225;1.070150;1.184584;1.000000;-0.005735;17.570272;1.096373;1.194237;0.216984;0.126985;0.941998;0.189999;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295013;0.166015;0.000000;0.000000;
0.002048;1.060010;1.045021;1.009998;1.017700;1.019552;1.070150;1.061529;1.089925;1.055981;1.051051;1.057014;1.055334;1.050525;1.035657;1.000000;232.378987;-16.579119;1.058873;1.112732;1.000000;40.082022;43.556531;1.048748;1.149144;1.000000;-0.077709;25.076491;1.011503;1.053802;1.000000;0.003400;12.804903;1.070150;1.184596;1.000000;-0.005719;17.570326;1.096373;1.194238;0.216984;0.126985;0.941998;0.189999;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295013;0.166015;0.000000;0.000000;
0.004096;1.060010;1.045021;1.009998;1.017700;1.019552;1.070149;1.061528;1.089925;1.055981;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;232.379212;-16.579030;1.058873;1.112732;1.000000;40.081463;43.556870;1.048748;1.149144;1.000000;-0.077393;25.076500;1.011503;1.053802;1.000000;0.003270;12.804306;1.070149;1.184619;1.000000;-0.005687;17.570424;1.096373;1.194240;0.216984;0.126984;0.941998;0.189999;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295013;0.166014;0.000000;0.000000;
0.008192;1.060010;1.045021;1.009998;1.017699;1.019552;1.070147;1.061528;1.089925;1.055980;1.051050;1.057011;1.055331;1.050523;1.035655;1.000000;232.379643;-16.578907;1.058873;1.112733;1.000000;40.080360;43.557506;1.048748;1.149144;1.000000;-0.076761;25.076476;1.011503;1.053802;1.000000;0.003048;12.803283;1.070147;1.184657;1.000000;-0.005622;17.570585;1.096373;1.194245;0.216984;0.126984;0.941998;0.189999;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295013;0.166014;0.000000;0.000000;
0.016384;1.060010;1.045021;1.009998;1.017699;1.019551;1.070144;1.061527;1.089924;1.055979;1.051048;1.057009;1.055328;1.050520;1.035653;1.000000;232.380432;-16.578845;1.058873;1.112733;1.000000;40.078201;43.558638;1.048749;1.149143;1.000000;-0.075490;25.076284;1.011503;1.053802;1.000000;0.002719;12.801816;1.070144;1.184712;1.000000;-0.005487;17.570787;1.096373;1.194252;0.216984;0.126984;0.941998;0.189999;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.029321;1.060010;1.045021;1.009999;1.017699;1.019551;1.070142;1.061526;1.089924;1.055978;1.051047;1.057008;1.055326;1.050518;1.035652;1.000000;232.381503;-16.579123;1.058873;1.112733;1.000000;40.074863;43.560161;1.048749;1.149137;1.000000;-0.073413;25.075678;1.011503;1.053799;1.000000;0.002406;12.800646;1.070142;1.184754;1.000000;-0.005245;17.570861;1.096372;1.194261;0.216984;0.126985;0.941999;0.189999;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.029321;1.060010;1.045021;1.009999;1.017699;1.019551;1.070142;1.061526;1.089924;1.055978;1.051047;1.057008;1.055326;1.050518;1.035652;1.000000;232.381503;-16.579123;1.058873;1.112733;1.000000;40.074863;43.560161;1.048749;1.149137;1.000000;-0.073413;25.075678;1.011503;1.053799;1.000000;0.002406;12.800646;1.070142;1.184754;1.000000;-0.005245;17.570861;1.096372;1.194261;0.216984;0.126985;0.941999;0.189999;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.029321;1.060010;1.045021;1.009999;1.017699;1.019551;1.070142;1.061526;1.089924;1.055978;1.051047;1.057008;1.055326;1.050518;1.035652;1.000000;232.381503;-16.579123;1.058873;1.112733;1.000000;40.074863;43.560161;1.048749;1.149137;1.000000;-0.073413;25.075678;1.011503;1.053799;1.000000;0.002406;12.800646;1.070142;1.184754;1.000000;-0.005245;17.570861;1.096372;1.194261;0.216984;0.126985;0.941999;0.189999;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.032768;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089924;1.055978;1.051047;1.057008;1.055326;1.050518;1.035652;1.000000;232.381752;-16.579275;1.058873;1.112733;1.000000;40.073988;43.560512;1.048749;1.149135;1.000000;-0.072845;25.075454;1.011503;1.053798;1.000000;0.002366;12.800571;1.070142;1.184756;1.000000;-0.005175;17.570830;1.096372;1.194262;0.216984;0.126985;0.941999;0.189999;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050460;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382848;-16.580214;1.058873;1.112731;1.000000;40.069438;43.562233;1.048750;1.149123;1.000000;-0.069727;25.074125;1.011504;1.053792;1.000000;0.002200;12.800631;1.070142;1.184749;1.000000;-0.004754;17.570561;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050460;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382848;-16.580214;1.058873;1.112731;1.000000;40.069438;43.562233;1.048750;1.149123;1.000000;-0.069727;25.074125;1.011504;1.053792;1.000000;0.002200;12.800631;1.070142;1.184749;1.000000;-0.004754;17.570561;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050461;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382848;-16.580214;1.058873;1.112731;1.000000;40.069437;43.562234;1.048750;1.149123;1.000000;-0.069726;25.074125;1.011504;1.053792;1.000000;0.002200;12.800631;1.070142;1.184749;1.000000;-0.004754;17.570561;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050462;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382848;-16.580214;1.058873;1.112731;1.000000;40.069437;43.562234;1.048750;1.149123;1.000000;-0.069726;25.074125;1.011504;1.053792;1.000000;0.002200;12.800631;1.070142;1.184749;1.000000;-0.004754;17.570561;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050464;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382849;-16.580215;1.058873;1.112731;1.000000;40.069437;43.562234;1.048750;1.149123;1.000000;-0.069726;25.074125;1.011504;1.053792;1.000000;0.002200;12.800632;1.070142;1.184749;1.000000;-0.004754;17.570561;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050468;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382849;-16.580215;1.058873;1.112731;1.000000;40.069436;43.562234;1.048750;1.149123;1.000000;-0.069725;25.074124;1.011504;1.053792;1.000000;0.002200;12.800632;1.070142;1.184749;1.000000;-0.004754;17.570561;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050476;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382849;-16.580216;1.058873;1.112731;1.000000;40.069434;43.562235;1.048750;1.149123;1.000000;-0.069724;25.074124;1.011504;1.053792;1.000000;0.002200;12.800633;1.070142;1.184749;1.000000;-0.004753;17.570560;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050492;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382850;-16.580217;1.058873;1.112731;1.000000;40.069430;43.562236;1.048750;1.149122;1.000000;-0.069721;25.074122;1.011504;1.053792;1.000000;0.002200;12.800634;1.070142;1.184749;1.000000;-0.004753;17.570560;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050524;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382852;-16.580219;1.058873;1.112731;1.000000;40.069422;43.562238;1.048750;1.149122;1.000000;-0.069715;25.074119;1.011504;1.053792;1.000000;0.002200;12.800637;1.070142;1.184749;1.000000;-0.004752;17.570559;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050588;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051047;1.057008;1.055327;1.050518;1.035652;1.000000;232.382855;-16.580225;1.058873;1.112731;1.000000;40.069406;43.562243;1.048750;1.149122;1.000000;-0.069704;25.074113;1.011504;1.053792;1.000000;0.002201;12.800643;1.070142;1.184749;1.000000;-0.004751;17.570557;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050716;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051048;1.057008;1.055327;1.050518;1.035652;1.000000;232.382861;-16.580235;1.058873;1.112731;1.000000;40.069373;43.562253;1.048750;1.149122;1.000000;-0.069681;25.074100;1.011504;1.053792;1.000000;0.002201;12.800655;1.070142;1.184748;1.000000;-0.004747;17.570552;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.050972;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061526;1.089923;1.055978;1.051048;1.057008;1.055327;1.050518;1.035652;1.000000;232.382874;-16.580256;1.058873;1.112731;1.000000;40.069309;43.562273;1.048750;1.149122;1.000000;-0.069635;25.074075;1.011504;1.053792;1.000000;0.002203;12.800678;1.070142;1.184748;1.000000;-0.004741;17.570544;1.096372;1.194269;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.051484;1.060010;1.045022;1.009999;1.017699;1.019551;1.070142;1.061527;1.089923;1.055978;1.051048;1.057008;1.055327;1.050519;1.035652;1.000000;232.382899;-16.580298;1.058873;1.112731;1.000000;40.069181;43.562312;1.048750;1.149122;1.000000;-0.069542;25.074025;1.011504;1.053792;1.000000;0.002207;12.800725;1.070142;1.184746;1.000000;-0.004728;17.570526;1.096372;1.194270;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.052508;1.060010;1.045022;1.009999;1.017699;1.019551;1.070143;1.061527;1.089923;1.055978;1.051048;1.057008;1.055327;1.050519;1.035652;1.000000;232.382949;-16.580383;1.058873;1.112730;1.000000;40.068924;43.562390;1.048750;1.149121;1.000000;-0.069357;25.073923;1.011504;1.053791;1.000000;0.002214;12.800822;1.070143;1.184742;1.000000;-0.004701;17.570491;1.096372;1.194270;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.054556;1.060010;1.045022;1.009999;1.017699;1.019552;1.070143;1.061527;1.089923;1.055979;1.051048;1.057009;1.055327;1.050519;1.035653;1.000000;232.383045;-16.580555;1.058873;1.112730;1.000000;40.068408;43.562545;1.048750;1.149119;1.000000;-0.068982;25.073718;1.011504;1.053790;1.000000;0.002229;12.801022;1.070143;1.184733;1.000000;-0.004647;17.570418;1.096372;1.194270;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074979;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.058652;1.060010;1.045022;1.009999;1.017700;1.019552;1.070144;1.061527;1.089924;1.055979;1.051048;1.057009;1.055328;1.050520;1.035653;1.000000;232.383226;-16.580909;1.058873;1.112729;1.000000;40.067372;43.562852;1.048750;1.149115;1.000000;-0.068217;25.073296;1.011504;1.053788;1.000000;0.002259;12.801447;1.070144;1.184716;1.000000;-0.004534;17.570267;1.096372;1.194270;0.216984;0.126985;0.941999;0.190000;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295012;0.166014;0.000000;0.000000;
0.066844;1.060010;1.045023;1.010000;1.017700;1.019553;1.070146;1.061528;1.089924;1.055980;1.051050;1.057011;1.055330;1.050522;1.035654;1.000000;232.383541;-16.581648;1.058873;1.112728;0.999999;40.065277;43.563455;1.048750;1.149106;1.000000;-0.066629;25.072412;1.011504;1.053784;1.000000;0.002321;12.802377;1.070146;1.184677;1.000000;-0.004291;17.569942;1.096372;1.194271;0.216985;0.126985;0.942000;0.190000;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295013;0.166014;0.000000;0.000000;
0.083228;1.060010;1.045024;1.010000;1.017702;1.019554;1.070150;1.061529;1.089924;1.055982;1.051052;1.057014;1.055334;1.050526;1.035657;1.000000;232.383984;-16.583209;1.058873;1.112724;0.999999;40.060981;43.564632;1.048751;1.149088;1.000000;-0.063206;25.070512;1.011504;1.053774;1.000000;0.002444;12.804438;1.070150;1.184593;1.000000;-0.003738;17.569228;1.096372;1.194273;0.216985;0.126985;0.942000;0.190000;0.000000;0.000000;0.111985;0.074980;0.000000;0.000000;0.295013;0.166015;0.000000;0.000000;
0.115996;1.060011;1.045025;1.010001;1.017704;1.019557;1.070159;1.061532;1.089924;1.055986;1.051057;1.057021;1.055343;1.050534;1.035663;0.999999;232.384115;-16.586454;1.058874;1.112717;0.999999;40.051944;43.566934;1.048753;1.149050;1.000000;-0.055398;25.066307;1.011506;1.053751;1.000000;0.002659;12.808844;1.070159;1.184412;1.000000;-0.002406;17.567665;1.096371;1.194278;0.216985;0.126986;0.942001;0.190001;0.000000;0.000000;0.111986;0.074982;0.000000;0.000000;0.295014;0.166016;0.000000;0.000000;
0.181532;1.060012;1.045029;1.010005;1.017710;1.019563;1.070176;1.061537;1.089924;1.055995;1.051067;1.057035;1.055359;1.050550;1.035675;0.999999;232.381331;-16.592678;1.058874;1.112704;0.999999;40.032720;43.571351;1.048757;1.148973;1.000001;-0.036418;25.056833;1.011508;1.053700;0.999999;0.002900;12.817157;1.070176;1.184068;1.000000;0.000828;17.564429;1.096370;1.194297;0.216986;0.126987;0.942004;0.190002;0.000000;0.000000;0.111988;0.074984;0.000000;0.000000;0.295017;0.166019;0.000000;0.000000;
0.312604;1.060014;1.045035;1.010011;1.017720;1.019574;1.070203;1.061546;1.089923;1.056008;1.051083;1.057056;1.055384;1.050574;1.035693;0.999998;232.365273;-16.602581;1.058875;1.112685;0.999998;39.996302;43.578958;1.048764;1.148830;1.000001;0.008978;25.036169;1.011513;1.053599;0.999999;0.002785;12.829669;1.070203;1.183536;1.000000;0.007093;17.558564;1.096367;1.194358;0.216988;0.126989;0.942010;0.190004;0.000000;0.000000;0.111991;0.074988;0.000000;0.000000;0.295021;0.166023;0.000000;0.000000;
0.521152;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331254;-16.612822;1.058876;1.112677;0.999998;39.959564;43.588372;1.048773;1.148654;1.000000;0.072897;25.007864;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
0.521152;1.060015;1.045043;1.010018;1.017731;1.019585;1.070228;1.061553;1.089920;1.056021;1.051097;1.057076;1.055409;1.050597;1.035710;0.999998;232.331254;-16.612822;1.058876;1.112677;0.999998;39.959564;43.588372;1.048773;1.148654;1.000000;0.072897;25.007864;1.011519;1.053492;0.999998;0.002150;12.841703;1.070228;1.183024;0.999999;0.011441;17.551798;1.096361;1.194477;0.216991;0.126991;0.942017;0.190007;0.000000;0.000000;0.111994;0.074991;0.000000;0.000000;0.295024;0.166027;0.000000;0.000000;
